,clickbait
1277,1
19799,0
19883,0
29908,0
19943,0
12274,1
30571,0
8361,1
27385,0
28263,0
7175,1
21884,0
7977,1
19020,0
883,1
27197,0
19301,0
10235,1
1198,1
27552,0
4142,1
19895,0
7568,1
7182,1
3270,1
1384,1
10958,1
29327,0
204,1
3567,1
6793,1
20490,0
20015,0
12858,1
7480,1
7016,1
9855,1
20600,0
26721,0
9316,1
9783,1
7587,1
20206,0
18960,0
24928,0
25214,0
26405,0
26806,0
21832,0
12368,1
31123,0
26263,0
28164,0
27575,0
15353,1
27632,0
18573,0
25012,0
8737,1
15591,1
12676,1
17594,0
12371,1
5727,1
23683,0
13555,1
26947,0
29454,0
30080,0
4653,1
27318,0
23679,0
13761,1
26115,0
11837,1
22427,0
9573,1
19807,0
5955,1
19635,0
30839,0
11889,1
10510,1
30848,0
22926,0
1993,1
29893,0
16507,0
20275,0
9119,1
19311,0
7942,1
19569,0
11256,1
16281,0
3783,1
25150,0
5260,1
17176,0
22976,0
10921,1
22123,0
11606,1
20781,0
83,1
21341,0
19253,0
10468,1
5391,1
11103,1
7096,1
4127,1
2965,1
12863,1
11222,1
576,1
2568,1
18833,0
1428,1
30071,0
11340,1
8851,1
24192,0
28755,0
6148,1
5323,1
20541,0
24939,0
10847,1
3128,1
28951,0
25089,0
10831,1
26411,0
16975,0
31802,0
8789,1
26123,0
20238,0
26423,0
13927,1
29755,0
15322,1
280,1
24787,0
14973,1
552,1
26520,0
7397,1
27536,0
12655,1
19294,0
20481,0
25313,0
15878,1
16195,0
6847,1
6751,1
26435,0
23547,0
23253,0
12637,1
22731,0
5502,1
23144,0
21727,0
6862,1
31243,0
13461,1
19003,0
23227,0
24597,0
27761,0
2963,1
4017,1
20730,0
23418,0
23434,0
8045,1
4753,1
26487,0
4144,1
10465,1
23943,0
23274,0
16030,0
1368,1
7822,1
20290,0
31266,0
1708,1
27162,0
2054,1
17435,0
17430,0
22890,0
8498,1
25872,0
4811,1
18784,0
25008,0
31241,0
15751,1
9095,1
10760,1
20872,0
12115,1
14813,1
12866,1
3602,1
14448,1
1824,1
24203,0
27537,0
16006,0
7594,1
14376,1
7951,1
8817,1
28989,0
19263,0
10769,1
30252,0
9051,1
8937,1
23018,0
6783,1
18622,0
3650,1
23946,0
7857,1
17612,0
27530,0
15240,1
12044,1
18710,0
662,1
10299,1
313,1
677,1
9210,1
9973,1
72,1
1315,1
27242,0
26870,0
26924,0
23632,0
3193,1
6566,1
3077,1
25772,0
10233,1
30730,0
11683,1
11778,1
28973,0
11738,1
10506,1
28115,0
3865,1
20226,0
6410,1
2989,1
4459,1
8620,1
21397,0
6122,1
4884,1
19722,0
19139,0
17489,0
2085,1
16693,0
5633,1
14503,1
30533,0
17063,0
14525,1
7049,1
10788,1
20304,0
17833,0
22535,0
8263,1
30094,0
20764,0
6542,1
15010,1
21233,0
12345,1
17405,0
12906,1
12831,1
18634,0
18286,0
21104,0
30195,0
13112,1
337,1
885,1
14505,1
29849,0
4296,1
13363,1
30690,0
16330,0
8427,1
24722,0
16786,0
25029,0
27422,0
23355,0
11925,1
9088,1
22306,0
1855,1
17823,0
30791,0
22454,0
21743,0
11819,1
17623,0
31908,0
1700,1
29556,0
24507,0
31624,0
10222,1
19756,0
6398,1
4700,1
18232,0
13525,1
11291,1
14560,1
4307,1
23815,0
22529,0
22949,0
1732,1
2380,1
14848,1
28290,0
2660,1
18254,0
19404,0
24647,0
11856,1
10234,1
9150,1
3057,1
28094,0
6935,1
6174,1
499,1
12429,1
22444,0
4558,1
18420,0
2274,1
13155,1
30799,0
14568,1
29876,0
24178,0
29228,0
13376,1
16619,0
29456,0
13844,1
29598,0
27542,0
23731,0
13209,1
28763,0
26273,0
10470,1
810,1
13838,1
25595,0
13365,1
28652,0
12233,1
15752,1
14992,1
13073,1
25083,0
5818,1
13353,1
26194,0
21346,0
14042,1
3172,1
24038,0
28466,0
15848,1
22699,0
20818,0
17351,0
25397,0
13801,1
24046,0
25026,0
6473,1
28067,0
8781,1
14860,1
17915,0
16127,0
9569,1
14293,1
6796,1
24022,0
16465,0
29210,0
30684,0
19184,0
14178,1
4600,1
4395,1
12218,1
25202,0
31287,0
961,1
5700,1
9083,1
20057,0
24317,0
17188,0
3348,1
19249,0
7791,1
25084,0
19945,0
1301,1
15991,1
4861,1
7844,1
24796,0
29609,0
23818,0
21992,0
4343,1
4014,1
4802,1
3112,1
14817,1
26111,0
18895,0
10685,1
6376,1
24326,0
4631,1
4614,1
23347,0
20517,0
15203,1
8366,1
1646,1
10912,1
9755,1
4203,1
17538,0
2787,1
11862,1
6274,1
6671,1
23259,0
19388,0
16036,0
8360,1
769,1
13366,1
25469,0
23703,0
28190,0
15887,1
20062,0
9779,1
4407,1
6186,1
25823,0
29517,0
1949,1
30249,0
15959,1
21824,0
1666,1
12512,1
13004,1
1000,1
15295,1
13440,1
27461,0
15537,1
30552,0
7222,1
24000,0
24246,0
30680,0
29072,0
3561,1
30726,0
4492,1
15470,1
24101,0
6882,1
14328,1
11158,1
8765,1
30321,0
17845,0
21581,0
30853,0
4738,1
622,1
5061,1
7055,1
2332,1
9071,1
2619,1
12240,1
4501,1
7277,1
25204,0
24544,0
25585,0
5568,1
10136,1
29692,0
2860,1
13815,1
21552,0
7776,1
28156,0
1928,1
12052,1
5808,1
24404,0
11406,1
26181,0
22844,0
25609,0
21662,0
14714,1
8001,1
606,1
12144,1
13272,1
2319,1
29657,0
203,1
16201,0
25465,0
5602,1
17497,0
27357,0
13095,1
20757,0
3375,1
3397,1
5455,1
9260,1
18242,0
31095,0
26932,0
4976,1
6425,1
2770,1
7539,1
17911,0
3527,1
24789,0
18153,0
25685,0
17041,0
18287,0
30425,0
29298,0
31817,0
10712,1
11861,1
27678,0
13417,1
23847,0
9266,1
31827,0
8066,1
4136,1
29950,0
16838,0
1915,1
5698,1
12986,1
23758,0
12098,1
22683,0
25854,0
3325,1
28641,0
515,1
28330,0
17942,0
7809,1
7091,1
6432,1
13600,1
9171,1
23463,0
18569,0
24930,0
12586,1
20334,0
28658,0
12403,1
23734,0
4989,1
719,1
22140,0
3041,1
18764,0
1570,1
31184,0
25110,0
17406,0
11578,1
15543,1
28213,0
18499,0
28206,0
7550,1
23008,0
4175,1
23151,0
8871,1
3703,1
12139,1
29889,0
12054,1
7171,1
30175,0
10100,1
15572,1
14144,1
24456,0
20045,0
10934,1
207,1
8663,1
15624,1
16415,0
26283,0
5657,1
10889,1
28458,0
26551,0
24328,0
25830,0
10065,1
1972,1
15804,1
6378,1
30004,0
3472,1
22804,0
9439,1
19828,0
26872,0
510,1
27938,0
562,1
18888,0
5229,1
4934,1
29285,0
31862,0
27080,0
19757,0
5766,1
25794,0
1179,1
10930,1
1772,1
13977,1
9871,1
30732,0
12050,1
18311,0
30039,0
23006,0
20087,0
2983,1
8301,1
5483,1
16086,0
821,1
15221,1
9790,1
14411,1
10433,1
30436,0
27564,0
9991,1
1219,1
25402,0
2194,1
24734,0
6647,1
11770,1
15633,1
15558,1
12406,1
28387,0
402,1
4651,1
28295,0
4559,1
3387,1
9820,1
18876,0
12642,1
537,1
16017,0
11213,1
11797,1
29702,0
11420,1
31667,0
4124,1
23240,0
3208,1
14346,1
8296,1
11436,1
19951,0
9112,1
24840,0
18486,0
13237,1
807,1
2861,1
14661,1
26091,0
19815,0
23251,0
13372,1
5748,1
7842,1
21787,0
8602,1
4089,1
29460,0
18187,0
5648,1
24905,0
18613,0
8082,1
31700,0
26088,0
10462,1
19377,0
21584,0
3415,1
14626,1
2440,1
22121,0
24353,0
16413,0
28791,0
8394,1
28635,0
16327,0
28487,0
10807,1
2653,1
28249,0
30842,0
10897,1
28332,0
28849,0
17690,0
31255,0
3606,1
7063,1
23994,0
15611,1
29429,0
5527,1
12899,1
24055,0
24479,0
16254,0
3523,1
21621,0
23483,0
25524,0
21742,0
12979,1
15506,1
6927,1
9536,1
4046,1
803,1
21468,0
13864,1
28107,0
6997,1
19666,0
10765,1
19403,0
1230,1
21039,0
14273,1
22662,0
30238,0
15993,1
28534,0
30805,0
5096,1
11774,1
331,1
18576,0
18149,0
21595,0
31268,0
4588,1
22467,0
3760,1
31028,0
8215,1
26165,0
5990,1
1038,1
29123,0
7642,1
9669,1
10010,1
18976,0
21452,0
24279,0
5056,1
29980,0
17963,0
17565,0
1348,1
30717,0
22002,0
4135,1
14323,1
23548,0
4162,1
16976,0
7523,1
21953,0
3661,1
10071,1
7715,1
24859,0
11076,1
1311,1
19148,0
856,1
17583,0
8560,1
17502,0
13958,1
29890,0
9099,1
559,1
29843,0
4345,1
17164,0
13459,1
25271,0
13820,1
15346,1
20236,0
14280,1
20656,0
12920,1
23184,0
1402,1
28220,0
25372,0
8846,1
3,1
5822,1
239,1
3117,1
13804,1
3712,1
4682,1
20324,0
27624,0
261,1
5486,1
3803,1
7974,1
20135,0
22110,0
7522,1
18512,0
17059,0
28846,0
21842,0
9651,1
14627,1
20636,0
1362,1
22726,0
17453,0
3349,1
29432,0
24806,0
31792,0
20272,0
571,1
10670,1
771,1
28065,0
8739,1
14468,1
12953,1
26869,0
16869,0
15632,1
4862,1
27514,0
15907,1
1845,1
30602,0
14434,1
6980,1
18470,0
28455,0
81,1
3419,1
29553,0
10696,1
21363,0
28639,0
25779,0
12105,1
5716,1
3801,1
23252,0
17887,0
5588,1
25777,0
28801,0
26828,0
12868,1
12554,1
21996,0
6559,1
3992,1
16456,0
31056,0
23554,0
22180,0
10097,1
26537,0
6160,1
20829,0
30157,0
7017,1
13097,1
6837,1
19156,0
4018,1
1025,1
2729,1
18480,0
13088,1
23447,0
11694,1
22362,0
18677,0
23907,0
27625,0
7662,1
20157,0
11914,1
20833,0
24802,0
9688,1
29059,0
1167,1
27638,0
18271,0
8613,1
8362,1
925,1
31600,0
28760,0
1392,1
25706,0
9958,1
24688,0
15461,1
26248,0
27021,0
17870,0
29673,0
11708,1
8705,1
12576,1
13186,1
8367,1
14888,1
24584,0
9288,1
9116,1
15618,1
6972,1
30633,0
11854,1
20230,0
13965,1
14760,1
12197,1
1551,1
2156,1
24518,0
24519,0
14123,1
23167,0
8670,1
20994,0
9084,1
30721,0
10078,1
19703,0
20772,0
13878,1
28149,0
6340,1
23650,0
20354,0
2953,1
151,1
14998,1
20065,0
31308,0
3229,1
14652,1
23455,0
13919,1
20050,0
13883,1
29061,0
31128,0
5357,1
16554,0
1785,1
2731,1
1734,1
6218,1
17515,0
10875,1
930,1
5968,1
6962,1
5926,1
23604,0
14294,1
7111,1
11476,1
27777,0
10962,1
9374,1
7018,1
17658,0
17221,0
18847,0
22753,0
7356,1
20879,0
13244,1
15167,1
15159,1
10699,1
22979,0
7251,1
29058,0
4097,1
17793,0
11556,1
12798,1
31278,0
10974,1
20086,0
251,1
14249,1
2559,1
676,1
29296,0
7411,1
29175,0
28770,0
5026,1
11574,1
11857,1
496,1
5353,1
23471,0
24556,0
12721,1
24140,0
8309,1
10540,1
3403,1
18687,0
20715,0
11494,1
14573,1
31002,0
13082,1
14095,1
20374,0
28460,0
23982,0
21997,0
29857,0
3969,1
2925,1
16315,0
13718,1
8496,1
24478,0
15518,1
26459,0
17534,0
26001,0
20657,0
26005,0
16325,0
905,1
63,1
3860,1
11529,1
27485,0
19468,0
30067,0
20589,0
29683,0
6020,1
4578,1
14914,1
18074,0
13956,1
23083,0
9198,1
3034,1
7350,1
17256,0
15391,1
20972,0
16305,0
4191,1
12908,1
25847,0
30015,0
7921,1
13817,1
27225,0
12595,1
2188,1
28729,0
20258,0
4532,1
1588,1
12223,1
15300,1
25862,0
11816,1
12772,1
8917,1
9478,1
8151,1
2944,1
14267,1
21123,0
8550,1
7781,1
757,1
14260,1
23496,0
28815,0
21631,0
16748,0
16137,0
31895,0
20282,0
16738,0
14252,1
26250,0
15196,1
11782,1
2699,1
23477,0
24007,0
23365,0
5620,1
5078,1
6864,1
790,1
10269,1
26006,0
31107,0
23503,0
12621,1
5856,1
23653,0
30130,0
17677,0
19473,0
15756,1
3866,1
22834,0
26436,0
29866,0
9892,1
19867,0
24210,0
4022,1
19356,0
8143,1
21731,0
23321,0
31476,0
21365,0
20099,0
16393,0
12259,1
7385,1
8900,1
19055,0
2479,1
13516,1
29864,0
25014,0
566,1
19582,0
18584,0
11189,1
27939,0
14583,1
30921,0
31390,0
28750,0
1027,1
19858,0
23380,0
14658,1
5186,1
27000,0
2011,1
7732,1
29662,0
12758,1
5342,1
2096,1
28779,0
26669,0
89,1
6544,1
29558,0
23125,0
22508,0
7173,1
27345,0
14949,1
25132,0
712,1
20191,0
19163,0
16648,0
3485,1
6790,1
21701,0
29939,0
8835,1
25681,0
17390,0
24973,0
3310,1
25394,0
14170,1
12579,1
9700,1
3475,1
28572,0
22801,0
7554,1
29396,0
26951,0
12086,1
18937,0
11432,1
20431,0
30613,0
12949,1
8872,1
30385,0
1397,1
15220,1
19625,0
14254,1
20461,0
24100,0
7887,1
11916,1
630,1
22875,0
1328,1
23543,0
960,1
2901,1
11788,1
715,1
5643,1
17022,0
30069,0
23431,0
7268,1
179,1
31937,0
27769,0
3826,1
8774,1
13009,1
11244,1
21162,0
10323,1
9224,1
24084,0
27198,0
30457,0
21375,0
13421,1
5442,1
16019,0
15446,1
9886,1
25907,0
20911,0
31701,0
3184,1
18003,0
8603,1
25665,0
21628,0
15275,1
11571,1
11548,1
28334,0
31103,0
18616,0
24574,0
24970,0
8224,1
18096,0
13084,1
3964,1
4647,1
6615,1
19363,0
7030,1
15453,1
20219,0
13449,1
18015,0
31284,0
23800,0
15054,1
19325,0
13104,1
24863,0
3048,1
26106,0
22,1
8004,1
26211,0
23056,0
3026,1
4553,1
4027,1
27734,0
26398,0
31000,0
19125,0
23669,0
12046,1
31668,0
19374,0
9042,1
21510,0
4229,1
8860,1
15850,1
24894,0
12261,1
4362,1
5403,1
9589,1
1424,1
13201,1
16593,0
10179,1
25154,0
25321,0
11803,1
25952,0
31830,0
31417,0
24379,0
18670,0
11131,1
9535,1
15668,1
2941,1
27218,0
24399,0
11888,1
22815,0
4833,1
544,1
20474,0
3312,1
1258,1
2321,1
26105,0
11144,1
14650,1
25188,0
10555,1
29707,0
2563,1
2652,1
11472,1
30967,0
30887,0
6531,1
13347,1
21579,0
9760,1
1322,1
19687,0
20925,0
6006,1
20382,0
13747,1
25780,0
27991,0
3275,1
29459,0
3289,1
13262,1
11561,1
4232,1
11616,1
25711,0
567,1
16880,0
273,1
10739,1
13760,1
6196,1
20105,0
16845,0
23610,0
14861,1
28251,0
28209,0
15704,1
23180,0
2412,1
16131,0
691,1
10032,1
24995,0
15753,1
3189,1
18830,0
10902,1
17287,0
29639,0
26159,0
21115,0
23331,0
31714,0
30160,0
16491,0
18523,0
11435,1
6581,1
23197,0
3424,1
23458,0
22371,0
11755,1
24968,0
504,1
18343,0
4160,1
6217,1
30660,0
10877,1
2867,1
7641,1
17494,0
19161,0
31313,0
5309,1
1357,1
14801,1
29197,0
16215,0
15429,1
4800,1
14265,1
18110,0
26601,0
26058,0
22671,0
10818,1
5666,1
5815,1
23176,0
13340,1
12069,1
19677,0
7498,1
28020,0
13991,1
4786,1
14210,1
10084,1
7219,1
13295,1
25686,0
1073,1
14803,1
1089,1
23801,0
22673,0
303,1
24918,0
23066,0
30358,0
22108,0
31534,0
25227,0
14020,1
15768,1
16699,0
22829,0
14152,1
27317,0
20467,0
13223,1
3722,1
4065,1
15440,1
23036,0
2419,1
18515,0
13190,1
1310,1
13959,1
7692,1
31024,0
4730,1
663,1
16948,0
20577,0
11711,1
1440,1
14091,1
31449,0
25320,0
866,1
1841,1
25353,0
16584,0
8752,1
3489,1
12237,1
5702,1
671,1
2672,1
6574,1
24497,0
15047,1
25743,0
7639,1
17707,0
9893,1
9156,1
31187,0
27016,0
5176,1
15895,1
4093,1
21834,0
18754,0
26473,0
18855,0
31372,0
28385,0
7743,1
27205,0
19180,0
30022,0
26649,0
964,1
10243,1
20787,0
20164,0
21571,0
13768,1
23642,0
25263,0
4279,1
26442,0
10661,1
4990,1
15628,1
27127,0
28480,0
14246,1
15952,1
4620,1
15393,1
1456,1
23435,0
18135,0
25079,0
6681,1
28165,0
24016,0
19674,0
22941,0
974,1
25635,0
10425,1
25060,0
26023,0
1263,1
19914,0
12588,1
12577,1
3621,1
5435,1
26330,0
10716,1
15699,1
31759,0
19855,0
14479,1
28042,0
1329,1
16913,0
7005,1
4252,1
12211,1
16452,0
14230,1
28518,0
20775,0
2930,1
22600,0
24362,0
12917,1
2205,1
5867,1
4550,1
7742,1
12114,1
19892,0
22184,0
21055,0
24643,0
12290,1
26343,0
18942,0
26102,0
3506,1
698,1
10639,1
12387,1
13042,1
12915,1
24321,0
5039,1
26686,0
13812,1
30084,0
27963,0
1620,1
12725,1
27182,0
30790,0
254,1
20944,0
19591,0
19145,0
19953,0
27338,0
12672,1
15802,1
19639,0
29319,0
21357,0
2243,1
12823,1
28688,0
25610,0
12355,1
13133,1
19333,0
17396,0
14363,1
25560,0
5981,1
18878,0
17884,0
1236,1
9831,1
26827,0
5831,1
3667,1
31003,0
8304,1
2618,1
2755,1
16128,0
27347,0
24374,0
3362,1
29975,0
10741,1
4893,1
4275,1
21141,0
4815,1
3067,1
28724,0
2740,1
26170,0
9996,1
8383,1
20868,0
20762,0
556,1
23848,0
11427,1
18194,0
30484,0
20379,0
17868,0
20079,0
21879,0
31836,0
22078,0
26309,0
10525,1
23637,0
11245,1
23644,0
23777,0
7188,1
16185,0
18150,0
9658,1
13816,1
24533,0
1145,1
25497,0
31022,0
18767,0
3011,1
13356,1
25282,0
1723,1
18789,0
1788,1
26646,0
5029,1
31910,0
10037,1
30985,0
30169,0
23718,0
28780,0
15319,1
4079,1
27400,0
26406,0
31834,0
27025,0
22429,0
19158,0
18445,0
28188,0
28935,0
1209,1
21738,0
3306,1
23128,0
26073,0
21193,0
12005,1
18247,0
16076,0
15469,1
3301,1
12845,1
27093,0
11433,1
3308,1
27241,0
1819,1
17843,0
16936,0
26321,0
28338,0
9870,1
22770,0
9890,1
17101,0
27859,0
20314,0
3389,1
12451,1
31135,0
5459,1
26694,0
26043,0
8627,1
6310,1
2556,1
28649,0
25500,0
26624,0
22185,0
28705,0
28399,0
5016,1
30557,0
21874,0
15018,1
19598,0
23230,0
20051,0
23172,0
10957,1
22931,0
9515,1
24758,0
27379,0
6495,1
6423,1
17476,0
29478,0
19085,0
8219,1
23422,0
15020,1
29366,0
13560,1
11497,1
28049,0
10621,1
31813,0
9629,1
26554,0
22739,0
7861,1
18763,0
4000,1
25057,0
9522,1
26007,0
27807,0
3285,1
8859,1
26585,0
14199,1
25606,0
23388,0
10986,1
14320,1
10482,1
28166,0
5038,1
30740,0
15919,1
927,1
6744,1
10113,1
12927,1
22729,0
24940,0
24571,0
6663,1
12544,1
30317,0
22718,0
475,1
13923,1
24402,0
15368,1
18921,0
17871,0
20842,0
14500,1
21493,0
21215,0
15836,1
10816,1
22707,0
17649,0
2649,1
27396,0
21398,0
13822,1
14811,1
7634,1
17795,0
31679,0
17439,0
4531,1
12155,1
15898,1
26269,0
29860,0
24254,0
21337,0
13412,1
16049,0
10264,1
11212,1
27596,0
7140,1
19555,0
27101,0
22289,0
14444,1
22655,0
25576,0
4721,1
23851,0
7979,1
25123,0
804,1
19431,0
7464,1
14305,1
21649,0
17413,0
28110,0
23260,0
3136,1
14171,1
3898,1
267,1
16194,0
10372,1
27059,0
19680,0
31361,0
13305,1
333,1
1074,1
24041,0
16951,0
13040,1
15576,1
4649,1
29649,0
14597,1
26987,0
6345,1
4385,1
18339,0
26127,0
31431,0
3888,1
4452,1
11135,1
15352,1
25376,0
26400,0
29361,0
4297,1
4843,1
31496,0
16221,0
29199,0
21277,0
26918,0
283,1
3433,1
875,1
23,1
16082,0
28068,0
18556,0
17742,0
8986,1
19105,0
8162,1
31833,0
16341,0
8295,1
31814,0
21511,0
26509,0
20599,0
4665,1
9141,1
26413,0
17731,0
20681,0
31454,0
2356,1
20959,0
11771,1
8635,1
1627,1
4428,1
9634,1
2833,1
8845,1
16159,0
20927,0
13060,1
19758,0
22361,0
27164,0
10828,1
4155,1
28074,0
19654,0
6975,1
8604,1
14029,1
16060,0
13390,1
23615,0
6573,1
12524,1
2330,1
22459,0
14891,1
31514,0
18401,0
13870,1
11719,1
11019,1
26117,0
22773,0
10849,1
27301,0
13953,1
16524,0
7065,1
8168,1
26141,0
14352,1
2903,1
20071,0
28134,0
16739,0
24377,0
10666,1
10708,1
9333,1
26621,0
27386,0
10151,1
4266,1
14602,1
30260,0
17929,0
15449,1
5609,1
1527,1
18913,0
13348,1
4480,1
22116,0
6129,1
26315,0
29627,0
22735,0
7712,1
2067,1
26122,0
2218,1
1185,1
2595,1
6611,1
6529,1
2087,1
21529,0
11460,1
11939,1
11579,1
6421,1
6013,1
14866,1
11935,1
419,1
25648,0
30329,0
7001,1
13561,1
21024,0
10038,1
22299,0
20726,0
14256,1
6343,1
28605,0
31225,0
17365,0
30531,0
26365,0
225,1
6273,1
17166,0
21255,0
25705,0
10429,1
16930,0
18482,0
6146,1
13300,1
21632,0
14892,1
8449,1
11670,1
29555,0
7558,1
24329,0
8714,1
5236,1
3268,1
10924,1
17318,0
12293,1
22044,0
22990,0
12075,1
15292,1
16726,0
26332,0
6758,1
31933,0
24812,0
6679,1
22877,0
5721,1
29742,0
19217,0
1015,1
6806,1
30411,0
12238,1
12381,1
5484,1
29669,0
10385,1
8337,1
25923,0
22977,0
28045,0
12066,1
14502,1
14453,1
14791,1
14641,1
7015,1
15420,1
1699,1
24111,0
28980,0
29216,0
9321,1
18383,0
18815,0
16040,0
22059,0
8997,1
5845,1
65,1
31478,0
15513,1
26173,0
24601,0
2244,1
4487,1
24864,0
6489,1
19191,0
28419,0
6651,1
11040,1
30812,0
24089,0
19969,0
26800,0
5407,1
10836,1
26784,0
3066,1
8441,1
17308,0
1832,1
16287,0
7986,1
25755,0
24376,0
6897,1
8288,1
23799,0
12501,1
29110,0
14484,1
20933,0
26884,0
7936,1
30446,0
23394,0
19272,0
28790,0
13476,1
29173,0
20812,0
5364,1
8142,1
13206,1
14954,1
13117,1
12657,1
12848,1
23174,0
17775,0
2939,1
11581,1
29801,0
11243,1
12392,1
19903,0
26647,0
8213,1
6185,1
14447,1
15197,1
18555,0
2760,1
14538,1
14952,1
6040,1
16574,0
19832,0
31597,0
21604,0
10443,1
15224,1
16318,0
16042,0
17838,0
29128,0
4438,1
10449,1
22162,0
24040,0
20268,0
17305,0
3838,1
26866,0
5517,1
6784,1
12513,1
21026,0
15675,1
28192,0
15833,1
19600,0
7934,1
26762,0
19560,0
12108,1
20175,0
21678,0
16391,0
28513,0
31555,0
256,1
15697,1
1859,1
17801,0
27660,0
2792,1
13705,1
3965,1
13669,1
14528,1
22604,0
11597,1
29753,0
24445,0
30988,0
19172,0
30355,0
29976,0
26965,0
28358,0
29577,0
31213,0
31967,0
2510,1
1164,1
14137,1
1522,1
29648,0
11082,1
22479,0
19432,0
20508,0
31345,0
15792,1
13200,1
18688,0
24558,0
5586,1
6482,1
5138,1
29075,0
27527,0
798,1
24667,0
17125,0
12552,1
4281,1
6939,1
26144,0
22492,0
24631,0
1838,1
6620,1
29773,0
9401,1
15507,1
21852,0
19198,0
1907,1
2892,1
4025,1
1478,1
30648,0
19162,0
28416,0
172,1
20358,0
18280,0
3089,1
20950,0
6924,1
20526,0
18595,0
20270,0
15942,1
19689,0
24618,0
22406,0
11750,1
13445,1
31033,0
25604,0
15200,1
3676,1
27431,0
25990,0
23587,0
20789,0
17811,0
3317,1
30228,0
26720,0
18364,0
16527,0
5105,1
22275,0
27787,0
2518,1
3637,1
20311,0
9692,1
19147,0
21425,0
3912,1
16718,0
11915,1
23992,0
25533,0
28604,0
20327,0
1920,1
2675,1
21107,0
4554,1
10882,1
13255,1
19007,0
9090,1
9927,1
9773,1
3734,1
26302,0
19662,0
11004,1
30897,0
28993,0
12717,1
31238,0
20262,0
9105,1
16414,0
17317,0
30079,0
20110,0
25769,0
31996,0
31646,0
17692,0
28298,0
20005,0
15366,1
13771,1
18327,0
12379,1
24018,0
15095,1
10384,1
23664,0
22262,0
4856,1
7970,1
25565,0
15937,1
1921,1
28868,0
185,1
25520,0
11515,1
23949,0
26644,0
18249,0
22160,0
14451,1
6401,1
2502,1
31280,0
17436,0
5693,1
17208,0
31405,0
29470,0
12938,1
2059,1
31021,0
16108,0
153,1
15370,1
24467,0
24207,0
5257,1
27160,0
14045,1
28086,0
19227,0
797,1
31930,0
18421,0
8630,1
14715,1
21815,0
29578,0
26513,0
20825,0
28071,0
25796,0
10062,1
21909,0
22842,0
22966,0
1129,1
14532,1
29177,0
2245,1
9460,1
17764,0
21890,0
24305,0
29359,0
25167,0
6635,1
6429,1
15480,1
6499,1
19354,0
30778,0
31058,0
18608,0
28003,0
18889,0
14401,1
6128,1
10408,1
5829,1
6111,1
30435,0
14942,1
6030,1
7973,1
18449,0
20602,0
6286,1
6976,1
28926,0
24833,0
28661,0
3068,1
30632,0
21560,0
26697,0
11178,1
28984,0
25732,0
25045,0
11231,1
24224,0
2088,1
6694,1
7078,1
21083,0
7753,1
31630,0
7716,1
15032,1
19648,0
13900,1
1444,1
7774,1
16164,0
2921,1
6942,1
18369,0
31604,0
12838,1
8458,1
4388,1
9208,1
11372,1
8545,1
19417,0
27219,0
30781,0
1237,1
12562,1
14725,1
29221,0
15315,1
2456,1
26575,0
27611,0
20579,0
12608,1
16362,0
20773,0
5777,1
30114,0
12084,1
14814,1
21377,0
21306,0
19818,0
25944,0
8976,1
777,1
29571,0
22799,0
7192,1
24675,0
30861,0
7115,1
14793,1
13603,1
28293,0
2298,1
23719,0
11268,1
23282,0
12815,1
30438,0
5606,1
30585,0
588,1
6319,1
12597,1
10241,1
3249,1
2599,1
13225,1
22759,0
4082,1
11878,1
7206,1
28163,0
29151,0
11541,1
26364,0
14518,1
17425,0
25566,0
3245,1
23648,0
13536,1
8435,1
19088,0
21224,0
45,1
10236,1
1196,1
17116,0
2237,1
17738,0
31876,0
21746,0
12800,1
18899,0
28444,0
28411,0
5644,1
12413,1
17265,0
22547,0
8252,1
5793,1
13492,1
14983,1
17281,0
8094,1
26427,0
13380,1
24623,0
25992,0
26300,0
2306,1
27646,0
23953,0
19399,0
23611,0
9320,1
24103,0
18668,0
1813,1
10480,1
8883,1
19334,0
21690,0
20259,0
29643,0
2746,1
265,1
28908,0
28940,0
14051,1
6749,1
1499,1
21773,0
25050,0
9872,1
25047,0
18624,0
19788,0
11230,1
31944,0
12384,1
19690,0
21071,0
25886,0
29735,0
18029,0
24311,0
24717,0
4606,1
10392,1
8243,1
6920,1
21720,0
19206,0
18684,0
31502,0
8886,1
11742,1
15715,1
14623,1
9785,1
22918,0
7821,1
11,1
18471,0
25011,0
11637,1
22531,0
21101,0
23871,0
15142,1
27451,0
20074,0
12964,1
759,1
20549,0
30090,0
26387,0
24679,0
27056,0
14693,1
19204,0
24435,0
4840,1
25163,0
19100,0
1882,1
23275,0
8527,1
6903,1
12761,1
21033,0
29964,0
10822,1
1498,1
25195,0
15852,1
679,1
6126,1
8549,1
10258,1
21776,0
6654,1
6322,1
2553,1
22573,0
22783,0
18381,0
10861,1
13762,1
30301,0
3130,1
27277,0
20247,0
5901,1
5535,1
15331,1
25691,0
18671,0
7465,1
26290,0
16448,0
10767,1
10469,1
11752,1
12617,1
30626,0
3157,1
31751,0
16780,0
14639,1
19686,0
3618,1
13093,1
12713,1
11517,1
20631,0
29191,0
11689,1
12945,1
8775,1
14996,1
23577,0
7485,1
26456,0
30776,0
5599,1
22280,0
6656,1
24393,0
21068,0
15488,1
16582,0
28625,0
13141,1
18000,0
28301,0
17218,0
10778,1
20440,0
5239,1
5636,1
24906,0
